sl_no,slide_no,state,district,slide_name,nh_sh_location,latitude,longitude,material_involved,movement_type,history
26926,TN/KAN/58H07/2020/1,Tamil Nadu,Kanyakumari,Balamore estate slide,Balamore ghat road,8.49,77.39,Debris,Slide,NA
26927,TN/TIR/58H06/2020/1,Tamil Nadu,Tirunelveli,Sengaltheri slide -1,Thalayanai to Sengaltheri road,8.54,77.47,Debris,Slide,NA
26928,TN/TIR/58H06/2020/2,Tamil Nadu,Tirunelveli,Sengaltheri slide -2,Thalayanai to Sengaltheri road,8.54,77.47,Debris,Slide,NA
26929,TN/TIR/58H06/2020/4,Tamil Nadu,Tirunelveli,Muthaliruppan slide,Thalayanai-Sengaltheri ghat road,8.54,77.47,Debris,Slide,NA
26930,TN/TIR/58H06/2020/7,Tamil Nadu,Tirunelveli,Nalumukku slide,Manjolai-Kudhiraivetti road,8.56,77.4,Debris,Slide,NA
26931,TN/TIR/58H06/2020/3,Tamil Nadu,Tirunelveli,Manjolai estate check post,Manjolai,8.58,77.43,Debris,Slide,NA
26932,TN/TIR/58H06/2020/5,Tamil Nadu,Tirunelveli,Oothu slide-1,Oothu to Manjolai ghat road,8.59,77.35,Debris,Flow,NA
26933,TN/TIR/58H06/2020/6,Tamil Nadu,Tirunelveli,Oothu slide-2,Manjolai- Kuthiraivetti road,8.59,77.35,Debris,Slide,NA
26934,TN/TIR/58G08/2020/9,Tamil Nadu,Tirunelveli,Cortallam road Rock fall,Road from Tenkasi to Courtallam,8.9,77.3,Rock,Fall,NA
26935,TN/TIR/58G08/2020/8,Tamil Nadu,Tirunelveli,,Road from Sengottai to Kollam,9,77.17,Debris,Slide,NA
26936,TN/VIR/58G04/2020/1,Tamil Nadu,Virudhunagar,Mekkarai slide,Mekkarai,9.07,77.22,Debris,Flow,1992
26937,TN/VIR/58G07/2020/1,Tamil Nadu,Virudhunagar,Sastha kovil west debris flow,West of Sastha kovil,9.45,77.37,Debris,Flow,2018
26938,TN/THE/58G06/2015/32,Tamil Nadu,Theni,,Vellimalai road,9.53,77.4,Earth,Slide,NA
26939,TN/THE/58G06/2015/31,Tamil Nadu,Theni,,Vellimalai road,9.54,77.37,Earth,Slide,NA
26940,TN/THE/58G06/2015/30,Tamil Nadu,Theni,,Vellimalai road,9.55,77.38,Earth,Slide,NA
26941,TN/THE/58G06/2015/9,Tamil Nadu,Theni,,Vellimalai road,9.57,77.4,Earth,Slide,NA
26942,TN/THE/58G06/2015/16,Tamil Nadu,Theni,,Vellimalai road,9.59,77.41,Earth,Slide,NA
26943,TN/THE/58G06/2015/24,Tamil Nadu,Theni,,Near Ervayalar Dam,9.61,77.3,Earth,Slide,NA
26944,TN/THE/58G06/2015/29,Tamil Nadu,Theni,,Veniyar Tea Estate,9.61,77.31,Debris,Slide,NA
26945,TN/THE/58G06/2015/15,Tamil Nadu,Theni,,Vellimalai road,9.61,77.42,Earth,Slide,NA
26946,TN/THE/58G06/2015/17,Tamil Nadu,Theni,,Manalar Tea Estate,9.62,77.34,Debris,Slide,NA
26947,TN/THE/58G06/2015/19,Tamil Nadu,Theni,,Road to Venniyar Tea Estate,9.62,77.33,Earth,Slide,NA
26948,TN/THE/58G06/2015/20,Tamil Nadu,Theni,,Venniyar Tea Estate,9.62,77.31,Earth,Slide,NA
26949,TN/THE/58G06/2015/22,Tamil Nadu,Theni,,Maharaja Mettu Estate,9.62,77.3,Debris,Slide,NA
26950,TN/THE/58G06/2015/1,Tamil Nadu,Theni,,"Suruliyar P.H., HPB 18",9.62,77.28,Debris,Slide,NA
26951,TN/THE/58G06/2015/7,Tamil Nadu,Theni,,Highwavys dam,9.65,77.36,Earth,Slide,NA
26952,TN/THE/58G06/2015/5,Tamil Nadu,Theni,,Woodbriar Tea Estate,9.68,77.39,Earth,Slide,NA
26953,TN/THE/58G06/2015/12,Tamil Nadu,Theni,,Woodbriar office,9.69,77.39,Earth,Slide,NA
26954,TN/THE/58G06/2015/3,Tamil Nadu,Theni,,Road to Meghamalai,9.7,77.4,Earth,Slide,NA
26955,TN/THE/58G06/2015/8,Tamil Nadu,Theni,,Vellimalai road,9.71,77.41,Earth,Slide,NA
26956,TN/THE/58G06/2015/33,Tamil Nadu,Theni,,"Meghamalai Road, HPB 15",9.72,77.42,Debris,Slide,NA
26957,TN/THE/58G06/2015/34,Tamil Nadu,Theni,,"Meghamalai Road, After HPB 18",9.72,77.41,Earth,Slide,NA
26958,TN/MAD/58G10/2019/1,Tamil Nadu,Madurai,Melpatti rock fall,Melpatti,9.72,77.74,Rock,Fall,NA
26959,TN/THE/58G06/2015/11,Tamil Nadu,Theni,,"Meghamalai Road, HPB- 10/18",9.73,77.42,Earth,Slide,NA
26960,TN/TEN/58F08/2016/48,Tamil Nadu,Theni,,Mundal to Bodimettu road,10.019722,77.265664,Debris,Slide,NA
26961,TN/TEN/58F08/2016/49,Tamil Nadu,Theni,,Mundal to Bodimettu road,10.020022,77.265406,Debris,Slide,NA
26962,TN/TEN/58F08/2016/52,Tamil Nadu,Theni,,Mundal to Bodimettu road,10.020811,77.266194,Earth,Slide,NA
26963,TN/TEN/58F08/2016/50,Tamil Nadu,Theni,,Mundal to Bodimettu road,10.021278,77.263808,Debris,Slide,NA
26964,TN/TEN/58F08/2016/51,Tamil Nadu,Theni,,Mundal to Bodimettu road,10.021339,77.264514,Debris,Slide,NA
26965,TN/TEN/58F08/2016/53,Tamil Nadu,Theni,,Mundal to Bodimettu road,10.021664,77.265714,Debris,Slide,NA
26966,TN/TEN/58F08/2016/54,Tamil Nadu,Theni,,Mundal to Bodimettu road,10.022622,77.264906,Debris,Slide,NA
26967,TN/TEN/58F08/2016/55,Tamil Nadu,Theni,,Mundal to Bodimettu road,10.0237,77.264536,Debris,Slide,NA
26968,TN/TEN/58F08/2016/56,Tamil Nadu,Theni,,Mundal to Bodimettu road,10.027647,77.265528,Debris,Slide,NA
26969,TN/TEN/58F08/2016/57,Tamil Nadu,Theni,,Mundal to Bodimettu road,10.028983,77.265719,Rock,Slide,NA
26970,TN/TEN/58F08/2016/59,Tamil Nadu,Theni,,Mundal to Bodimettu road,10.030003,77.267081,Debris,Slide,NA
26971,TN/TEN/58F08/2016/58,Tamil Nadu,Theni,,Mundal to Bodimettu road,10.030008,77.266225,Debris,Slide,NA
26972,TN/TEN/58F08/2016/60,Tamil Nadu,Theni,,Mundal to Bodimettu road,10.033208,77.266333,Debris,Slide,NA
26973,TN/TEN/58F08/2016/61,Tamil Nadu,Theni,,Mundal to Bodimettu road,10.033883,77.265406,Debris,Slide,NA
26974,TN/TEN/58F08/2016/69,Tamil Nadu,Theni,,Mundal to Bodimettu road,10.034431,77.278042,Debris,Slide,NA
26975,TN/TEN/58F08/2016/68,Tamil Nadu,Theni,,Mundal to Bodimettu road,10.035131,77.279533,Debris,Slide,NA
26976,TN/TEN/58F08/2016/62,Tamil Nadu,Theni,,Mundal to Bodimettu road,10.036719,77.266644,Debris,Slide,NA
26977,TN/TEN/58F08/2016/65,Tamil Nadu,Theni,,Mundal to Bodimettu road,10.036908,77.276147,Rock,Slide,NA
26978,TN/TEN/58F08/2016/63,Tamil Nadu,Theni,,Mundal to Bodimettu road,10.037483,77.2708,Debris,Slide,NA
26979,TN/TEN/58F08/2016/67,Tamil Nadu,Theni,,Mundal to Bodimettu road,10.037706,77.279914,Debris,Slide,NA
26980,TN/TEN/58F08/2016/64,Tamil Nadu,Theni,,Mundal to Bodimettu road,10.037978,77.273086,Debris,Slide,NA
26981,TN/TEN/58F08/2016/46,Tamil Nadu,Theni,,Mundal to Bodimettu road,10.040128,77.290631,Debris,Slide,NA
26982,TN/TEN/58F08/2016/45,Tamil Nadu,Theni,,Mundal to Bodimettu road,10.040314,77.291872,Debris,Slide,NA
26983,TN/TEN/58F08/2016/34,Tamil Nadu,Theni,,Mundal to Bodimettu road,10.042117,77.301367,Debris,Slide,NA
26984,TN/TEN/58F08/2016/35,Tamil Nadu,Theni,,Mundal to Bodimettu road,10.042142,77.301744,Debris,Slide,NA
26985,TN/TEN/58F08/2016/44,Tamil Nadu,Theni,,Mundal to Bodimettu road,10.042353,77.293164,Debris,Slide,NA
26986,TN/TEN/58F08/2016/33,Tamil Nadu,Theni,,Mundal to Bodimettu road,10.042678,77.304019,Debris,Slide,NA
26987,TN/TEN/58F08/2016/36,Tamil Nadu,Theni,,Mundal to Bodimettu road,10.043192,77.303367,Rock,Fall,NA
26988,TN/TEN/58F08/2016/40,Tamil Nadu,Theni,,Mundal to Bodimettu road,10.043597,77.300431,Debris,Slide,NA
26989,TN/TEN/58F08/2016/43,Tamil Nadu,Theni,,Mundal to Bodimettu road,10.043981,77.2935,Debris,Slide,NA
26990,TN/TEN/58F08/2016/66,Tamil Nadu,Theni,,Mundal to Bodimettu road,10.044303,77.277003,Debris,Slide,NA
26991,TN/TEN/58F08/2016/41,Tamil Nadu,Theni,,Mundal to Bodimettu road,10.044442,77.299331,Debris,Slide,NA
26992,TN/TEN/58F08/2016/32,Tamil Nadu,Theni,,Mundal to Bodimettu road,10.044856,77.306169,Debris,Slide,NA
26993,TN/TEN/58F08/2016/42,Tamil Nadu,Theni,,Mundal to Bodimettu road,10.045336,77.295475,Debris,Slide,NA
26994,TN/TEN/58F08/2016/39,Tamil Nadu,Theni,,Mundal to Bodimettu road,10.045503,77.302472,Debris,Slide,NA
26995,TN/TEN/58F08/2016/37,Tamil Nadu,Theni,,Mundal to Bodimettu road,10.045611,77.3037,Debris,Slide,NA
26996,TN/TEN/58F08/2016/31,Tamil Nadu,Theni,,Mundal to Bodimettu road,10.046692,77.308981,Rock,Slide,NA
26997,TN/TEN/58F08/2016/38,Tamil Nadu,Theni,,Mundal to Bodimettu road,10.046953,77.306408,Rock,Fall,NA
26998,TN/TEN/58F08/2016/30,Tamil Nadu,Theni,,Mundal to Bodimettu road,10.048972,77.310464,Rock,Slide,NA
26999,TN/TEN/58F08/2016/71,Tamil Nadu,Theni,,Mundal to Bodimettu road,10.076472,77.255686,Earth,Slide,NA
27000,TN/TEN/58F08/2016/70,Tamil Nadu,Theni,,Mundal to Bodimettu road,10.076961,77.255369,Earth,Slide,NA
27001,TN/ANN/58F08/2016/24,Tamil Nadu,Dindigul,,Mariyanchola Road,10.166275,77.363056,Earth,Slide,NA
27002,TN/ANN/58F08/2016/23,Tamil Nadu,Dindigul,,Berijam to Mariyanchola Road,10.177358,77.387694,Earth,Slide,NA
27003,TN/ANN/58F08/2016/7,Tamil Nadu,Dindigul,,South west of Poondi village,10.191944,77.333889,Debris,Slide,NA
27004,TN/ANN/58F08/2016/6,Tamil Nadu,Dindigul,,South of Nattiyampatti village,10.19375,77.320056,Debris,Slide,NA
27005,TN/ANN/58F12/2016/29,Tamil Nadu,Dindigul,,Along the road from Kodaikanal to Vatlakundu,10.197261,77.660056,Debris,Slide,NA
27006,TN/ANN/58F08/2016/5,Tamil Nadu,Dindigul,,Along road from Killavarai to Polur,10.199722,77.314528,Debris,Slide,NA
27007,TN/ANN/58F08/2016/4,Tamil Nadu,Dindigul,,Along road from Killavarai to Polur,10.200222,77.31475,Earth,Slide,NA
27008,TN/ANN/58F12/2016/28,Tamil Nadu,Dindigul,,Along the road from Kodaikanal to Vatlakundu,10.20375,77.650556,Debris,Slide,NA
27009,TN/ANN/58F08/2016/8,Tamil Nadu,Dindigul,,South East of Mannavanur village,10.205333,77.347556,Debris,Slide,NA
27010,TN/ANN/58F12/2016/27,Tamil Nadu,Dindigul,,Along the road from Kodaikanal to Vatlakundu,10.20825,77.645306,Debris,Slide,NA
27011,TN/ANN/58F12/2016/26,Tamil Nadu,Dindigul,,"Along the road from Kodaikanal to Vatlakundu, via Tom Tom Parai",10.210583,77.638222,Debris,Slide,NA
27012,TN/ANN/58F08/2016/22,Tamil Nadu,Dindigul,,Mannavanoor to Berijam Road,10.21225,77.372311,Debris,Slide,NA
27013,TN/ANN/58F12/2016/25,Tamil Nadu,Dindigul,,"Along the road from Kodaikanal to Vatlakundu, near Tom Tom Parai",10.212639,77.634417,Debris,Slide,NA
27014,TN/ANN/58F12/2016/24,Tamil Nadu,Dindigul,,"Along the road from Kodaikanal to Vatlakundu, near Tom Tom Parai",10.213778,77.631111,Rock,Slide,NA
27015,TN/ANN/58F08/2016/9,Tamil Nadu,Dindigul,,Along the road from Kavunji to Mannavanur,10.216639,77.356167,Debris,Slide,NA
27016,TN/ANN/58F12/2016/23,Tamil Nadu,Dindigul,,"Along the road from Kodaikanal to Vatlakundu, near Tom Tom Parai",10.218472,77.631167,Rock,Slide,NA
27017,TN/ANN/58F08/2016/29,Tamil Nadu,Dindigul,,Kodaikanal to Vattakanal road,10.219,77.483833,Debris,Slide,NA
27018,TN/ANN/58F08/2016/10,Tamil Nadu,Dindigul,,Along the road from Kavunji to Mannavanur,10.219111,77.355722,Debris,Slide,NA
27019,TN/ANN/58F08/2016/15,Tamil Nadu,Dindigul,,South of Mannavanur,10.219444,77.348889,Earth,Slide,NA
27020,TN/ANN/58F08/2016/12,Tamil Nadu,Dindigul,,Along the road from Kavunji to Mannavanur,10.220333,77.3565,Debris,Slide,NA
27021,TN/ANN/58F08/2016/11,Tamil Nadu,Dindigul,,Along the road from Kavunji to Mannavanur,10.220444,77.357806,Debris,Slide,NA
27022,TN/ANN/58F08/2016/14,Tamil Nadu,Dindigul,,South of Mannavanur,10.220556,77.349722,Earth,Slide,NA
27023,TN/ANN/58F08/2016/28,Tamil Nadu,Dindigul,,Kodaikanal to Vattakanal road,10.220836,77.483703,Debris,Slide,NA
27024,TN/ANN/58F08/2016/27,Tamil Nadu,Dindigul,,Kodaikanal to Vattakanal road,10.22095,77.48355,Debris,Slide,NA
27025,TN/ANN/58F08/2016/26,Tamil Nadu,Dindigul,,Kodaikanal to Vattakanal road,10.221917,77.482989,Debris,Slide,NA
27026,TN/ANN/58F12/2016/22,Tamil Nadu,Dindigul,,Along the road from Kodaikanal to Vatlakundu,10.223278,77.632722,Earth,Slide,NA
27027,TN/ANN/58F12/2016/14,Tamil Nadu,Dindigul,,Along the road from Perumal Malai to Adukkam near Adukkam village,10.226694,77.561167,Debris,Slide,NA
27028,TN/ANN/58F12/2016/21,Tamil Nadu,Dindigul,,Along the road from Kodaikanal to Vatlakundu,10.228528,77.636694,Debris,Slide,NA
27029,TN/ANN/58F12/2016/20,Tamil Nadu,Dindigul,,Along the road from Kodaikanal to Vatlakundu,10.230444,77.640361,Earth,Slide,NA
27030,TN/ANN/58F12/2016/19,Tamil Nadu,Dindigul,,Along the road from Kodaikanal to Vatlakundu,10.231833,77.642778,Debris,Slide,NA
27031,TN/ANN/58F08/2016/13,Tamil Nadu,Dindigul,,Along the road from Mannavanur to Poombarai,10.231861,77.350194,Earth,Slide,NA
27032,TN/ANN/58F12/2016/18,Tamil Nadu,Dindigul,,Along the road from Kodaikanal to Vatlakundu,10.231972,77.644389,Debris,Slide,NA
27033,TN/ANN/58F12/2016/17,Tamil Nadu,Dindigul,,Along the road from Kodaikanal to Vatlakundu,10.233333,77.640444,Earth,Slide,NA
27034,TN/ANN/58F12/2016/13,Tamil Nadu,Dindigul,,Along the road from Perumal Malai to Adukkam near Adukkam village,10.233778,77.565056,Debris,Slide,NA
27035,TN/ANN/58F11/2016/22,Tamil Nadu,Dindigul,,Road from Senbaganur to Prakasapuram,10.235917,77.509972,Debris,Slide,NA
27036,TN/ANN/58F12/2016/4,Tamil Nadu,Dindigul,,Near Prakasapuram,10.236556,77.512194,Earth,Slide,NA
27037,TN/ANN/58F12/2016/16,Tamil Nadu,Dindigul,,Along the road from Kodaikanal to Vatlakundu,10.236778,77.640111,Earth,Slide,NA
27038,TN/ANN/58F12/2016/15,Tamil Nadu,Dindigul,,Along the road from Perumal Malai to Adukkam near Adukkam village,10.237,77.554806,Debris,Slide,NA
27039,TN/ANN/58F12/2016/30,Tamil Nadu,Dindigul,,Senbaganur,10.238875,77.523114,Debris,Slide,NA
27040,TN/ANN/58F08/2016/16,Tamil Nadu,Dindigul,,Along the road from Mannavanur to Poombarai,10.239389,77.350889,Debris,Slide,NA
27041,TN/ANN/58F12/2016/5,Tamil Nadu,Dindigul,,Near Prakasapuram,10.239417,77.519611,Earth,Slide,NA
27042,TN/ANN/58F12/2016/6,Tamil Nadu,Dindigul,,Prakasapuram,10.239444,77.519972,Earth,Slide,NA
27043,TN/ANN/58F08/2016/20,Tamil Nadu,Dindigul,,Along the road from Mannavanur to Poombarai,10.240167,77.37825,Earth,Slide,NA
27044,TN/ANN/58F08/2016/21,Tamil Nadu,Dindigul,,Mother Theresa womenΓÇÖs college Kodaikanal,10.240769,77.5049,Debris,Slide,NA
27045,TN/ANN/58F08/2016/19,Tamil Nadu,Dindigul,,Along the road from Mannavanur to Poombarai,10.240806,77.366222,Earth,Slide,NA
27046,TN/ANN/58F12/2016/1,Tamil Nadu,Dindigul,,Prakasapuram- Periyavarai road,10.241139,77.528889,Debris,Slide,NA
27047,TN/ANN/58F08/2016/25,Tamil Nadu,Dindigul,,Indranagar- Behind Mother Theresa college,10.241372,77.504561,Debris,Slide,NA
27048,TN/ANN/58F12/2016/2,Tamil Nadu,Dindigul,,Prakasapuram- Periyavarai road,10.241861,77.527833,Debris,Slide,NA
27049,TN/ANN/58F12/2016/3,Tamil Nadu,Dindigul,,Prakasapuram- Periyavarai road,10.242028,77.527361,Debris,Slide,NA
27050,TN/ANN/58F08/2016/17,Tamil Nadu,Dindigul,,Along the road from Mannavanur to Kilanavayal,10.243444,77.33425,Earth,Slide,NA
27051,TN/ANN/58F12/2016/31,Tamil Nadu,Dindigul,,Pullathur village,10.245033,77.643522,Earth,Slide,NA
27052,TN/ANN/58F12/2016/12,Tamil Nadu,Dindigul,,Near Adukkam village,10.246278,77.557194,Debris,Slide,NA
27053,TN/ANN/58F12/2016/11,Tamil Nadu,Dindigul,,Near Adukkam village,10.246556,77.556861,Debris,Slide,NA
27054,TN/ANN/58F11/2016/17,Tamil Nadu,Dindigul,,Road from Kodaikanal to Genguvarpatti,10.248917,77.52025,Earth,Slide,NA
27055,TN/ANN/58F08/2016/2,Tamil Nadu,Dindigul,,Road from Kodaikanal to Vilpatti,10.249,77.49075,Debris,Slide,NA
27056,TN/ANN/58F08/2016/3,Tamil Nadu,Dindigul,,Road from Kodaikanal to Vilpatti,10.249417,77.490833,Debris,Slide,NA
27057,TN/ANN/58F08/2016/18,Tamil Nadu,Dindigul,,Along the road from Mannavanur to Kilanavayal,10.249722,77.333611,Debris,Slide,NA
27058,TN/ANN/58F08/2016/1,Tamil Nadu,Dindigul,,Road from Kodaikanal to Vilpatti,10.249944,77.491806,Debris,Slide,NA
27059,TN/DIN/58F07/2017/1,Tamil Nadu,Dindigul,,Pumbarai bifurcation,10.250556,77.412556,Soil,Slide,NA
27060,TN/DIN/58F07/2017/29,Tamil Nadu,Dindigul,,3 km south of Kilanavayol village,10.251778,77.32975,Soil,Slide,NA
27061,TN/DIN/58F07/2017/32,Tamil Nadu,Dindigul,,Kilanavayol village,10.252222,77.333056,Rock cum debris,Slide,NA
27062,TN/ANN/58F11/2016/16,Tamil Nadu,Dindigul,,Road from Kodaikanal to Genguvarpatti,10.252306,77.522833,Earth,Slide,NA
27063,TN/ANN/58F11/2016/15,Tamil Nadu,Dindigul,,Road from Kodaikanal to Genguvarpatti near Perumalmalai,10.253611,77.524139,Debris,Slide,NA
27064,TN/ANN/58F11/2016/14,Tamil Nadu,Dindigul,,Road from Kodaikanal to Genguvarpatti,10.254028,77.5245,Debris,Slide,NA
27065,TN/ANN/58F11/2016/13,Tamil Nadu,Dindigul,,Road from Kodaikanal to Genguvarpatti near Perumalmalai,10.255056,77.528611,Debris,Slide,NA
27066,TN/DIN/58F07/2017/41,Tamil Nadu,Dindigul,,Kodaikanal,10.255194,77.483361,Debris,Slide,NA
27067,TN/COI/58F07/2017/30,Tamil Nadu,Coimbatore,,Kilanavayol village,10.256417,77.332389,Soil cum debris,Slide,NA
27068,TN/ANN/58F11/2016/12,Tamil Nadu,Dindigul,,Road from Kodaikanal to Genguvarpatti near Perumalmalai,10.256639,77.531139,Rock cum Debris,Fall,NA
27069,TN/ANN/58F11/2016/11,Tamil Nadu,Dindigul,,Road from Perumalmalai to Kodaikanal,10.257556,77.531556,Earth,Slide,NA
27070,TN/DIN/58F07/2017/13,Tamil Nadu,Dindigul,,Nayudupuram to Vilpatti Road,10.257667,77.491278,Soil cum debris,Fall,NA
27071,TN/DIN/58F07/2017/23,Tamil Nadu,Dindigul,,Mannavanoor to Kukkal Road,10.257889,77.373028,Soil,Slide,NA
27072,TN/DIN/58F07/2017/14,Tamil Nadu,Dindigul,,Nayudupuram to Vilpatti Road,10.257944,77.492139,Soil cum debris,Slide,NA
27073,TN/DIN/58F07/2017/42,Tamil Nadu,Dindigul,,Kodaikanal,10.258028,77.491778,Debris,Slide,NA
27074,TN/COI/58F07/2017/31,Tamil Nadu,Coimbatore,,Kilanavayol village,10.258056,77.3315,Soil cum debris,Slide,NA
27075,TN/DIN/58F07/2017/15,Tamil Nadu,Dindigul,,Nayudupuram to Vilpatti Road,10.25925,77.492361,Soil cum debris,Fall,NA
27076,TN/DIN/58F07/2017/44,Tamil Nadu,Dindigul,,Kodaikanal vilpatti road,10.259694,77.492667,Debris,Slide,NA
27077,TN/DIN/58F03/2017/147,Tamil Nadu,Dindigul,,Kodaikanal,10.260194,77.405333,Debris,Slide,NA
27078,TN/ANN/58F11/2016/10,Tamil Nadu,Dindigul,,Road from Perumalmalai to Kodaikanal,10.260222,77.535278,Earth,Slide,NA
27079,TN/ANN/58F12/2016/10,Tamil Nadu,Dindigul,,Along the road from Perumal Malai to Adukkam,10.260444,77.554889,Earth,Slide,NA
27080,TN/COI/58B15/2017/71,Tamil Nadu,Coimbatore,,Annaimudi Tea Estate,10.2612,76.9346,Debris,Slide,NA
27081,TN/ANN/58F12/2016/8,Tamil Nadu,Dindigul,,Along the road from Perumal Malai to Adukkam,10.261444,77.552639,Debris,Slide,NA
27082,TN/DIN/58F07/2017/16,Tamil Nadu,Dindigul,,Vilpatti Road,10.261444,77.493444,Soil cum debris,Slide,NA
27083,TN/ANN/58F12/2016/9,Tamil Nadu,Dindigul,,Along the road from Perumal Malai to Adukkam,10.261667,77.554083,Earth,Slide,NA
27084,TN/ANN/58F11/2016/9,Tamil Nadu,Dindigul,,Road from Perumalmalai to Genguvarpatti,10.262583,77.537194,Earth,Slide,NA
27085,TN/ANN/58F12/2016/7,Tamil Nadu,Dindigul,,Along the road from Perumal Malai to Adukkam,10.262667,77.547083,Earth,Slide,NA
27086,TN/DIN/58F07/2017/2,Tamil Nadu,Dindigul,,Pumparai to Kukkal road,10.263667,77.404222,Debris,Fall,NA
27087,TN/DIN/58F07/2017/17,Tamil Nadu,Dindigul,,Vilpatti,10.263833,77.494028,Soil cum debris,Slide,NA
27088,TN/ANN/58F11/2016/18,Tamil Nadu,Dindigul,,Road from Perumal Malai to Palani,10.264333,77.535667,Debris,Slide,NA
27089,TN/DIN/58F07/2017/43,Tamil Nadu,Dindigul,,Kodaikanal vilpatti road,10.264361,77.493889,Debris,Slide,NA
27090,TN/DIN/58F07/2017/38,Tamil Nadu,Dindigul,,Vilpatti road Bifurcation,10.265444,77.493889,Debris,Slide,NA
27091,TN/DIN/58F07/2017/18,Tamil Nadu,Dindigul,,Vilpatti bifurcation to Pallangi,10.265639,77.494028,Debris,Slide,NA
27092,TN/ANN/58F11/2016/19,Tamil Nadu,Dindigul,,Road from Perumal Malai to Palani,10.266472,77.534917,Earth,Slide,NA
27093,TN/ANN/58F11/2016/23,Tamil Nadu,Dindigul,,Along the road from Kodaikanal to Palani,10.266572,77.535944,Debris,Slide,NA
27094,TN/COI/58F03/2017/58,Tamil Nadu,Coimbatore,,Left bank of Manaliar,10.267333,77.280389,Rock cum debris,Slide,NA
27095,TN/ANN/58F11/2016/7,Tamil Nadu,Dindigul,,Road from Perumalmalai to Genguvarpatti,10.268417,77.558611,Earth,Slide,NA
27096,TN/ANN/58F11/2016/8,Tamil Nadu,Dindigul,,Road from Perumalmalai to Genguvarpatti,10.269278,77.554333,Debris,Slide,NA
27097,TN/COI/58B15/2017/116,Tamil Nadu,Coimbatore,,Upasi,10.269969,76.967114,Soil,Slide,NA
27098,TN/DIN/58F07/2017/21,Tamil Nadu,Dindigul,,Vilpatti,10.269972,77.4945,Rock cum debris,Fall,NA
27099,TN/DIN/58F07/2017/9,Tamil Nadu,Dindigul,,Pallangi village to Adisarai,10.270417,77.451417,Soil cum debris,Slide,NA
27100,TN/DIN/58F07/2017/22,Tamil Nadu,Dindigul,,Vilpatti,10.270417,77.495639,Rock cum debris,Fall,NA
27101,TN/DIN/58F07/2017/3,Tamil Nadu,Dindigul,,Pumbarai to Kukkal road 4 km east of Kukkal,10.270444,77.396361,Soil cum debris,Slide,NA
27102,TN/COI/58B15/2017/101,Tamil Nadu,Coimbatore,,Pannimedu Tea Estate,10.2718,76.896231,Soil,Slide,NA
27103,TN/DIN/58F07/2017/10,Tamil Nadu,Dindigul,,Pallangi village to Adisarai,10.271972,77.45325,Soil cum debris,Slide,NA
27104,TN/DIN/58F07/2017/4,Tamil Nadu,Dindigul,,Pumparai to Anavattam road,10.272111,77.396389,Soil cum debris,Slide,NA
27105,TN/COI/58B15/2017/70,Tamil Nadu,Coimbatore,,Road from Mudis to Mukkottumudi Tea Estate,10.272297,76.9226,Soil,Slide,NA
27106,TN/COI/58B15/2017/44,Tamil Nadu,Coimbatore,,Near Nirar Dam,10.272486,76.976197,Soil,Slide,NA
27107,TN/DIN/58F07/2017/28,Tamil Nadu,Dindigul,,North of Vilpatti village,10.2725,77.498194,Rock cum debris,Fall,NA
27108,TN/ANN/58F11/2016/6,Tamil Nadu,Dindigul,,Road from Perumalmalai to Genguvarpatti,10.272556,77.560667,Earth,Slide,NA
27109,TN/COI/58B15/2017/43,Tamil Nadu,Coimbatore,,2 km South West of Nirar Dam,10.272675,76.974933,Soil,Slide,NA
27110,TN/ANN/58F11/2016/2,Tamil Nadu,Dindigul,,Road from Kodaikanal to Genguvarpatti,10.27275,77.572278,Earth,Slide,NA
27111,TN/COI/58B15/2017/45,Tamil Nadu,Coimbatore,,Near Nirar Dam,10.272758,76.980692,Debris,Slide,NA
27112,TN/DIN/58F07/2017/8,Tamil Nadu,Dindigul,,Pallangi village,10.272861,77.454472,Soil cum debris,Slide,NA
27113,TN/ANN/58F11/2016/20,Tamil Nadu,Dindigul,,"Road from Perumal Malai to Palani, near pettuparai road bifurcation",10.273417,77.533861,Debris,Slide,NA
27114,TN/COI/58B15/2017/42,Tamil Nadu,Coimbatore,,Road from Singona Tea Estate to Nirar Dam,10.274317,76.974889,Soil,Slide,NA
27115,TN/DIN/58F07/2017/39,Tamil Nadu,Dindigul,,Kodaikanal,10.274667,77.395944,Debris,Slide,NA
27116,TN/DIN/58F07/2017/40,Tamil Nadu,Dindigul,,Kodaikanal,10.274778,77.3935,Debris,Slide,NA
27117,TN/ANN/58F11/2016/3,Tamil Nadu,Dindigul,,Road from Kodaikanal to Genguvarpatti,10.274917,77.567694,Debris,Slide,NA
27118,TN/ANN/58F11/2016/1,Tamil Nadu,Dindigul,,Road from Kodaikanal to Genguvarpatti,10.275,77.56625,Debris,Slide,NA
27119,TN/DIN/58F07/2017/5,Tamil Nadu,Dindigul,,Anavattam to Kukkal road,10.275444,77.395889,Soil cum debris,Slide,NA
27120,TN/COI/58B15/2017/69,Tamil Nadu,Coimbatore,,"Upslope of SH78, H.P.B no. 38/40",10.275511,76.924528,Debris,Slide,NA
27121,TN/ANN/58F11/2016/5,Tamil Nadu,Dindigul,,Road from Kodaikanal to Genguvarpatti,10.275833,77.55975,Earth,Slide,NA
